Title,Content,Category,Location,Listing,Image
Guzelian Ltd,"Yorkshire-based Guzelian has been supplying editorial photography to quality-minded customers – from businesses, to newspapers, to big banks – since 1986.

It’s photography that breathes life into a page – whether it’s in a national newspaper, magazine, corporate brochure or website.

And now these stunning pictures are complemented by news and feature stories produced by our in-house journalists.

We also hold a database of ‘real life’ images built up over 28 years in the business.

And Guzette, our own daily paper (online and in print), is where we preview picture stories for our media clients.

All delivered to the world and your desktop via file transfer, email and direct download.",,5e43e571b62c1,"a:21:{s:12:""tagline_text"";s:12:""Guzelian Ltd"";s:8:""gAddress"";s:37:""26-28, Church Bank, Bradford, BD1 4DZ"";s:8:""latitude"";s:11:""53.79538114"";s:9:""longitude"";s:12:""-1.747191441"";s:5:""phone"";s:12:""01274 737222"";s:5:""email"";s:23:""pictures@guzelian.co.uk"";s:7:""website"";s:26:""http://www.guzelian.co.uk/"";s:7:""twitter"";s:0:"""";s:8:""facebook"";s:0:"""";s:8:""linkedin"";s:0:"""";s:11:""google_plus"";s:0:"""";s:7:""youtube"";s:0:"""";s:9:""instagram"";s:0:"""";s:5:""video"";s:0:"""";s:7:""gallery"";N;s:12:""price_status"";s:0:"""";s:7:""Plan_id"";s:0:"""";s:10:""list_price"";s:0:"""";s:13:""list_price_to"";s:0:"""";s:15:""claimed_section"";s:0:"""";s:4:""faqs"";a:2:{s:3:""faq"";a:1:{i:1;s:0:"""";}s:6:""faqans"";a:1:{i:1;s:0:"""";}}}",
Newsquest Bradford,,,5e43e571b62c1,"a:21:{s:12:""tagline_text"";s:18:""Newsquest Bradford"";s:8:""gAddress"";s:28:""Hall Ings, Bradford, BD1 1JR"";s:8:""latitude"";s:11:""53.79244918"";s:9:""longitude"";s:12:""-1.751612755"";s:5:""phone"";s:12:""01274 730000"";s:5:""email"";s:0:"""";s:7:""website"";s:0:"""";s:7:""twitter"";s:0:"""";s:8:""facebook"";s:0:"""";s:8:""linkedin"";s:0:"""";s:11:""google_plus"";s:0:"""";s:7:""youtube"";s:0:"""";s:9:""instagram"";s:0:"""";s:5:""video"";s:0:"""";s:7:""gallery"";N;s:12:""price_status"";s:0:"""";s:7:""Plan_id"";s:0:"""";s:10:""list_price"";s:0:"""";s:13:""list_price_to"";s:0:"""";s:15:""claimed_section"";s:0:"""";s:4:""faqs"";a:2:{s:3:""faq"";a:1:{i:1;s:0:"""";}s:6:""faqans"";a:1:{i:1;s:0:"""";}}}",
Alamode Photographers Ltd,"Company Profile

Studio Alamode is a small but successful photography company based in Bradford, West Yorkshire that specialize in the fine art of family, maternity, baby, and childhood portraiture.

Your Photographic Artist

Richard Walker is a full-time, professional photographic artist with over 20 years experience. His photographs have been published internationally and have appeared in numerous magazines as well as on television for the BBC, YTV and Channel 5

Your Assurance of Quality

As well as having a BA (hons) in Editorial Photography Richard has also been awarded the distinction of Associateship by the internationally recognized British Institute of Professional Photography",,5e43e571b62c1,"a:21:{s:12:""tagline_text"";s:25:""Alamode Photographers Ltd"";s:8:""gAddress"";s:30:""18 Barry St, Bradford, BD1 2AW"";s:8:""latitude"";s:11:""53.79478952"";s:9:""longitude"";s:12:""-1.757524215"";s:5:""phone"";s:12:""01274 743733"";s:5:""email"";s:0:"""";s:7:""website"";s:32:""http://www.studio-alamode.co.uk/"";s:7:""twitter"";s:0:"""";s:8:""facebook"";s:0:"""";s:8:""linkedin"";s:0:"""";s:11:""google_plus"";s:0:"""";s:7:""youtube"";s:0:"""";s:9:""instagram"";s:0:"""";s:5:""video"";s:0:"""";s:7:""gallery"";N;s:12:""price_status"";s:0:"""";s:7:""Plan_id"";s:0:"""";s:10:""list_price"";s:0:"""";s:13:""list_price_to"";s:0:"""";s:15:""claimed_section"";s:0:"""";s:4:""faqs"";a:2:{s:3:""faq"";a:1:{i:1;s:0:"""";}s:6:""faqans"";a:1:{i:1;s:0:"""";}}}",
Luxury Touches,,5e4409f902854,5e43e76ba24c7,"a:21:{s:12:""tagline_text"";s:14:""Luxury Touches"";s:8:""gAddress"";s:30:""174 Cedar Rd, Glasgow, G67 3BJ"";s:8:""latitude"";s:11:""55.95355081"";s:9:""longitude"";s:12:""-3.958416019"";s:5:""phone"";s:12:""07906 849478"";s:5:""email"";s:0:"""";s:7:""website"";s:31:""http://www.luxurytouches.co.uk/"";s:7:""twitter"";s:0:"""";s:8:""facebook"";s:0:"""";s:8:""linkedin"";s:0:"""";s:11:""google_plus"";s:0:"""";s:7:""youtube"";s:0:"""";s:9:""instagram"";s:0:"""";s:5:""video"";s:0:"""";s:7:""gallery"";N;s:12:""price_status"";s:0:"""";s:7:""Plan_id"";s:0:"""";s:10:""list_price"";s:0:"""";s:13:""list_price_to"";s:0:"""";s:15:""claimed_section"";s:0:"""";s:4:""faqs"";a:2:{s:3:""faq"";a:1:{i:1;s:0:"""";}s:6:""faqans"";a:1:{i:1;s:0:"""";}}}",
Fairfield Photography,,,5e43e571b62c1,"a:21:{s:12:""tagline_text"";s:21:""Fairfield Photography"";s:8:""gAddress"";s:32:""22 Fairfield, Bradford, BD13 4DH"";s:8:""latitude"";s:10:""53.8004131"";s:9:""longitude"";s:10:""-1.8955536"";s:5:""phone"";s:12:""07715 272097"";s:5:""email"";s:0:"""";s:7:""website"";s:0:"""";s:7:""twitter"";s:0:"""";s:8:""facebook"";s:0:"""";s:8:""linkedin"";s:0:"""";s:11:""google_plus"";s:0:"""";s:7:""youtube"";s:0:"""";s:9:""instagram"";s:0:"""";s:5:""video"";s:0:"""";s:7:""gallery"";N;s:12:""price_status"";s:0:"""";s:7:""Plan_id"";s:0:"""";s:10:""list_price"";s:0:"""";s:13:""list_price_to"";s:0:"""";s:15:""claimed_section"";s:0:"""";s:4:""faqs"";a:2:{s:3:""faq"";a:1:{i:1;s:0:"""";}s:6:""faqans"";a:1:{i:1;s:0:"""";}}}",
Fuze Ceremonies,"If you and your partner are planning your wedding in Scotland, you’ve landed on the right page! Fuze Ceremonies have a team of experienced wedding planners and marriage celebrants to make your wedding in Scotland very special.

Fuze Ceremonies can cater for any type of wedding in Scotland. We have created several all inclusive wedding packages and can tailor make a package to match requirements for your big day.",5e4409f902854,5e43e76ba24c7,"a:21:{s:12:""tagline_text"";s:15:""Fuze Ceremonies"";s:8:""gAddress"";s:61:""Atrium Business Centre, North Caldeen Rd, Coatbridge, ML5 4EF"";s:8:""latitude"";s:11:""55.85598183"";s:9:""longitude"";s:12:""-4.013410158"";s:5:""phone"";s:12:""0800 0148237"";s:5:""email"";s:0:"""";s:7:""website"";s:32:""http://www.fuzeceremonies.co.uk/"";s:7:""twitter"";s:0:"""";s:8:""facebook"";s:0:"""";s:8:""linkedin"";s:0:"""";s:11:""google_plus"";s:0:"""";s:7:""youtube"";s:0:"""";s:9:""instagram"";s:0:"""";s:5:""video"";s:0:"""";s:7:""gallery"";N;s:12:""price_status"";s:0:"""";s:7:""Plan_id"";s:0:"""";s:10:""list_price"";s:0:"""";s:13:""list_price_to"";s:0:"""";s:15:""claimed_section"";s:0:"""";s:4:""faqs"";a:2:{s:3:""faq"";a:1:{i:1;s:0:"""";}s:6:""faqans"";a:1:{i:1;s:0:"""";}}}",
Winpenny Photography,,,5e43e571b62c1,"a:21:{s:12:""tagline_text"";s:20:""Winpenny Photography"";s:8:""gAddress"";s:47:""We serve Bradford, West Yorkshire | Otley, LS21"";s:8:""latitude"";s:11:""53.90572586"";s:9:""longitude"";s:12:""-1.691768296"";s:5:""phone"";s:12:""01943 661351"";s:5:""email"";s:0:"""";s:7:""website"";s:0:"""";s:7:""twitter"";s:0:"""";s:8:""facebook"";s:0:"""";s:8:""linkedin"";s:0:"""";s:11:""google_plus"";s:0:"""";s:7:""youtube"";s:0:"""";s:9:""instagram"";s:0:"""";s:5:""video"";s:0:"""";s:7:""gallery"";N;s:12:""price_status"";s:0:"""";s:7:""Plan_id"";s:0:"""";s:10:""list_price"";s:0:"""";s:13:""list_price_to"";s:0:"""";s:15:""claimed_section"";s:0:"""";s:4:""faqs"";a:2:{s:3:""faq"";a:1:{i:1;s:0:"""";}s:6:""faqans"";a:1:{i:1;s:0:"""";}}}",
Top Shots,,,5e43e571b62c1,"a:21:{s:12:""tagline_text"";s:9:""Top Shots"";s:8:""gAddress"";s:37:""27 Thornbury Grove, Bradford, BD3 8HA"";s:8:""latitude"";s:11:""53.79853499"";s:9:""longitude"";s:12:""-1.715190288"";s:5:""phone"";s:12:""01274 214073"";s:5:""email"";s:0:"""";s:7:""website"";s:0:"""";s:7:""twitter"";s:0:"""";s:8:""facebook"";s:0:"""";s:8:""linkedin"";s:0:"""";s:11:""google_plus"";s:0:"""";s:7:""youtube"";s:0:"""";s:9:""instagram"";s:0:"""";s:5:""video"";s:0:"""";s:7:""gallery"";N;s:12:""price_status"";s:0:"""";s:7:""Plan_id"";s:0:"""";s:10:""list_price"";s:0:"""";s:13:""list_price_to"";s:0:"""";s:15:""claimed_section"";s:0:"""";s:4:""faqs"";a:2:{s:3:""faq"";a:1:{i:1;s:0:"""";}s:6:""faqans"";a:1:{i:1;s:0:"""";}}}",
24-7 Events,,5e4409f902854,5e43f428209ca,"a:21:{s:12:""tagline_text"";s:11:""24-7 Events"";s:8:""gAddress"";s:33:""4 Craigie Court, Larbert, FK5 4PD"";s:8:""latitude"";s:11:""56.02598036"";s:9:""longitude"";s:12:""-3.836417326"";s:5:""phone"";s:12:""07814 238156"";s:5:""email"";s:0:"""";s:7:""website"";s:26:""http://www.24-7-event.com/"";s:7:""twitter"";s:0:"""";s:8:""facebook"";s:0:"""";s:8:""linkedin"";s:0:"""";s:11:""google_plus"";s:0:"""";s:7:""youtube"";s:0:"""";s:9:""instagram"";s:0:"""";s:5:""video"";s:0:"""";s:7:""gallery"";N;s:12:""price_status"";s:0:"""";s:7:""Plan_id"";s:0:"""";s:10:""list_price"";s:0:"""";s:13:""list_price_to"";s:0:"""";s:15:""claimed_section"";s:0:"""";s:4:""faqs"";a:2:{s:3:""faq"";a:1:{i:1;s:0:"""";}s:6:""faqans"";a:1:{i:1;s:0:"""";}}}",
Amaryllis Flowers,,5e4409f902854,5e43f428209ca,"a:21:{s:12:""tagline_text"";s:17:""Amaryllis Flowers"";s:8:""gAddress"";s:30:""46 The Bryony, Alloa, FK10 2XB"";s:8:""latitude"";s:11:""56.12871376"";s:9:""longitude"";s:12:""-3.839971681"";s:5:""phone"";s:12:""01259 217636"";s:5:""email"";s:0:"""";s:7:""website"";s:34:""http://www.amaryllisflowers.co.uk/"";s:7:""twitter"";s:0:"""";s:8:""facebook"";s:0:"""";s:8:""linkedin"";s:0:"""";s:11:""google_plus"";s:0:"""";s:7:""youtube"";s:0:"""";s:9:""instagram"";s:0:"""";s:5:""video"";s:0:"""";s:7:""gallery"";N;s:12:""price_status"";s:0:"""";s:7:""Plan_id"";s:0:"""";s:10:""list_price"";s:0:"""";s:13:""list_price_to"";s:0:"""";s:15:""claimed_section"";s:0:"""";s:4:""faqs"";a:2:{s:3:""faq"";a:1:{i:1;s:0:"""";}s:6:""faqans"";a:1:{i:1;s:0:"""";}}}",
MILTON PHOTOGRAPHY,,5e4409f902854,5e43f428209ca,"a:21:{s:12:""tagline_text"";s:18:""MILTON PHOTOGRAPHY"";s:8:""gAddress"";s:33:""3 Argyle Park, Dunblane, FK15 9DZ"";s:8:""latitude"";s:10:""56.1831513"";s:9:""longitude"";s:10:""-3.9733163"";s:5:""phone"";s:12:""01786 235030"";s:5:""email"";s:0:"""";s:7:""website"";s:40:""http://www.miltonweddingphotography.com/"";s:7:""twitter"";s:0:"""";s:8:""facebook"";s:0:"""";s:8:""linkedin"";s:0:"""";s:11:""google_plus"";s:0:"""";s:7:""youtube"";s:0:"""";s:9:""instagram"";s:0:"""";s:5:""video"";s:0:"""";s:7:""gallery"";N;s:12:""price_status"";s:0:"""";s:7:""Plan_id"";s:0:"""";s:10:""list_price"";s:0:"""";s:13:""list_price_to"";s:0:"""";s:15:""claimed_section"";s:0:"""";s:4:""faqs"";a:2:{s:3:""faq"";a:1:{i:1;s:0:"""";}s:6:""faqans"";a:1:{i:1;s:0:"""";}}}",
David Lowdell,,,5e43e571b62c1,"a:21:{s:12:""tagline_text"";s:13:""David Lowdell"";s:8:""gAddress"";s:62:""Suite Two Buttershaw Works, Buttershaw Lane, Bradford, BD6 2DD"";s:8:""latitude"";s:11:""53.76118648"";s:9:""longitude"";s:12:""-1.780666295"";s:5:""phone"";s:12:""01274 690301"";s:5:""email"";s:21:""david@dlpbradford.com"";s:7:""website"";s:27:""http://www.dlpbradford.com/"";s:7:""twitter"";s:0:"""";s:8:""facebook"";s:0:"""";s:8:""linkedin"";s:0:"""";s:11:""google_plus"";s:0:"""";s:7:""youtube"";s:0:"""";s:9:""instagram"";s:0:"""";s:5:""video"";s:0:"""";s:7:""gallery"";N;s:12:""price_status"";s:0:"""";s:7:""Plan_id"";s:0:"""";s:10:""list_price"";s:0:"""";s:13:""list_price_to"";s:0:"""";s:15:""claimed_section"";s:0:"""";s:4:""faqs"";a:2:{s:3:""faq"";a:1:{i:1;s:0:"""";}s:6:""faqans"";a:1:{i:1;s:0:"""";}}}",
Eze Events Ltd,,5e4409f902854,5e43f428209ca,"a:21:{s:12:""tagline_text"";s:14:""Eze Events Ltd"";s:8:""gAddress"";s:34:""44 Coats Crescent, Alloa, FK10 2AQ"";s:8:""latitude"";s:11:""56.12780604"";s:9:""longitude"";s:12:""-3.814367349"";s:5:""phone"";s:12:""07860 281239"";s:5:""email"";s:0:"""";s:7:""website"";s:28:""http://www.eze-events.co.uk/"";s:7:""twitter"";s:0:"""";s:8:""facebook"";s:0:"""";s:8:""linkedin"";s:0:"""";s:11:""google_plus"";s:0:"""";s:7:""youtube"";s:0:"""";s:9:""instagram"";s:0:"""";s:5:""video"";s:0:"""";s:7:""gallery"";N;s:12:""price_status"";s:0:"""";s:7:""Plan_id"";s:0:"""";s:10:""list_price"";s:0:"""";s:13:""list_price_to"";s:0:"""";s:15:""claimed_section"";s:0:"""";s:4:""faqs"";a:2:{s:3:""faq"";a:1:{i:1;s:0:"""";}s:6:""faqans"";a:1:{i:1;s:0:"""";}}}",
Simon Dewhurst Photography Ltd,"I am a professional photographer and videographer with over 25 years experience working for national newspapers, magazines and blue chip clients across the world.

Please take the time to browse my website, I try to keep it updated but if you can't see the sort of photography you require please get in touch with me.",,5e43e571b62c1,"a:21:{s:12:""tagline_text"";s:30:""Simon Dewhurst Photography Ltd"";s:8:""gAddress"";s:50:""We serve Bradford, West Yorkshire | Wetherby, LS22"";s:8:""latitude"";s:10:""53.9270031"";s:9:""longitude"";s:10:""-1.3848263"";s:5:""phone"";s:12:""01937 221493"";s:5:""email"";s:0:"""";s:7:""website"";s:29:""http://www.sdphotos.ifp3.com/"";s:7:""twitter"";s:0:"""";s:8:""facebook"";s:0:"""";s:8:""linkedin"";s:0:"""";s:11:""google_plus"";s:0:"""";s:7:""youtube"";s:0:"""";s:9:""instagram"";s:0:"""";s:5:""video"";s:0:"""";s:7:""gallery"";N;s:12:""price_status"";s:0:"""";s:7:""Plan_id"";s:0:"""";s:10:""list_price"";s:0:"""";s:13:""list_price_to"";s:0:"""";s:15:""claimed_section"";s:0:"""";s:4:""faqs"";a:2:{s:3:""faq"";a:1:{i:1;s:0:"""";}s:6:""faqans"";a:1:{i:1;s:0:"""";}}}",
Cupcake Fairytales,"Cupcake Fairytales is based in the heart of Stirling and is run by Leigh Wilson. All of our cupcakes are home made, baked fresh to order and can be customised to your specific requirements. If you would like to customise your order please get in touch.",5e4409f902854,5e43f428209ca,"a:21:{s:12:""tagline_text"";s:18:""Cupcake Fairytales"";s:8:""gAddress"";s:33:""19 Craigend Rd, Stirling, FK7 9BP"";s:8:""latitude"";s:11:""56.09931197"";s:9:""longitude"";s:12:""-3.939987647"";s:5:""phone"";s:12:""07891 509657"";s:5:""email"";s:29:""leigh@cupcakefairytales.co.uk"";s:7:""website"";s:35:""http://www.cupcakefairytales.co.uk/"";s:7:""twitter"";s:0:"""";s:8:""facebook"";s:0:"""";s:8:""linkedin"";s:0:"""";s:11:""google_plus"";s:0:"""";s:7:""youtube"";s:0:"""";s:9:""instagram"";s:0:"""";s:5:""video"";s:0:"""";s:7:""gallery"";N;s:12:""price_status"";s:0:"""";s:7:""Plan_id"";s:0:"""";s:10:""list_price"";s:0:"""";s:13:""list_price_to"";s:0:"""";s:15:""claimed_section"";s:0:"""";s:4:""faqs"";a:2:{s:3:""faq"";a:1:{i:1;s:0:"""";}s:6:""faqans"";a:1:{i:1;s:0:"""";}}}",
Roger Pearson Photography,"Roger Pearson developed an interest in photography at a young age and was soon on the route to a succesful career. As his skills developed, he found a way to combine two passions by taking to the air and specialising in aerial photography. Although his shots from the air are much in demand, he can turn his hand to most types of photographic task. Roger is based in Bradford but has worked internationally and is not limited to one area - the sky's the limit!",,5e43e571b62c1,"a:21:{s:12:""tagline_text"";s:25:""Roger Pearson Photography"";s:8:""gAddress"";s:49:""We serve Bradford, West Yorkshire | Shipley, BD18"";s:8:""latitude"";s:11:""53.83594466"";s:9:""longitude"";s:12:""-1.777008594"";s:5:""phone"";s:12:""01274 918685"";s:5:""email"";s:34:""office@rogerpearsonphotography.com"";s:7:""website"";s:39:""http://www.rogerpearsonphotography.com/"";s:7:""twitter"";s:0:"""";s:8:""facebook"";s:0:"""";s:8:""linkedin"";s:0:"""";s:11:""google_plus"";s:0:"""";s:7:""youtube"";s:0:"""";s:9:""instagram"";s:0:"""";s:5:""video"";s:0:"""";s:7:""gallery"";N;s:12:""price_status"";s:0:"""";s:7:""Plan_id"";s:0:"""";s:10:""list_price"";s:0:"""";s:13:""list_price_to"";s:0:"""";s:15:""claimed_section"";s:0:"""";s:4:""faqs"";a:2:{s:3:""faq"";a:1:{i:1;s:0:"""";}s:6:""faqans"";a:1:{i:1;s:0:"""";}}}",
Ultimate Private Hire Ltd,"At UPH, we provide The Ultimate Experience over a range of services including weddings and civil ceremonies, airport transfers, corporate travel and financial roadshows, special occasions and bespoke Scottish Tours. We take great pride in our attention to detail and guarantee that each of our vehicles is maintained and prepared to the highest standards by our sister company Ultimate Shine Autos; while our friendly and experienced drivers will transport you safely and stylishly to your destination. We are also thrilled to have been awarded a four star grading by VisitScotland in recognition of our ‘Excellent Standard of Facilities and Service’.",5e4409f902854,5e43f428209ca,"a:21:{s:12:""tagline_text"";s:25:""Ultimate Private Hire Ltd"";s:8:""gAddress"";s:67:""Unit 11, Crest Business Centre, 2, Glen Tye Road, Stirling, FK7 7LH"";s:8:""latitude"";s:11:""56.10945331"";s:9:""longitude"";s:12:""-3.915833367"";s:5:""phone"";s:12:""01786 447997"";s:5:""email"";s:30:""info@ultimateprivatehire.co.uk"";s:7:""website"";s:37:""http://www.ultimateprivatehire.co.uk/"";s:7:""twitter"";s:0:"""";s:8:""facebook"";s:0:"""";s:8:""linkedin"";s:0:"""";s:11:""google_plus"";s:0:"""";s:7:""youtube"";s:0:"""";s:9:""instagram"";s:0:"""";s:5:""video"";s:0:"""";s:7:""gallery"";N;s:12:""price_status"";s:0:"""";s:7:""Plan_id"";s:0:"""";s:10:""list_price"";s:0:"""";s:13:""list_price_to"";s:0:"""";s:15:""claimed_section"";s:0:"""";s:4:""faqs"";a:2:{s:3:""faq"";a:1:{i:1;s:0:"""";}s:6:""faqans"";a:1:{i:1;s:0:"""";}}}",
Dreams & Themes Weddings and Events,,5e4409f902854,5e43f428209ca,"a:21:{s:12:""tagline_text"";s:35:""Dreams & Themes Weddings and Events"";s:8:""gAddress"";s:31:""We serve Stirling | Alloa, FK10"";s:8:""latitude"";s:11:""56.11409056"";s:9:""longitude"";s:12:""-3.792472879"";s:5:""phone"";s:12:""07738 203497"";s:5:""email"";s:0:"""";s:7:""website"";s:0:"""";s:7:""twitter"";s:0:"""";s:8:""facebook"";s:0:"""";s:8:""linkedin"";s:0:"""";s:11:""google_plus"";s:0:"""";s:7:""youtube"";s:0:"""";s:9:""instagram"";s:0:"""";s:5:""video"";s:0:"""";s:7:""gallery"";N;s:12:""price_status"";s:0:"""";s:7:""Plan_id"";s:0:"""";s:10:""list_price"";s:0:"""";s:13:""list_price_to"";s:0:"""";s:15:""claimed_section"";s:0:"""";s:4:""faqs"";a:2:{s:3:""faq"";a:1:{i:1;s:0:"""";}s:6:""faqans"";a:1:{i:1;s:0:"""";}}}",
RJP Wedding Photography,"Choosing the right photographer is one of the most important decisions you have to make when planning your wedding; why? – because when your big day is all over, the lasting memories you will have of it are your wedding photographs.

We can assure you that if you choose us, your wedding will be professionally photographed. We recognise just how important it is for there to be a good relationship between you and your photographer and with that in mind, we will meet with you for an informal chat to discuss your requirements and expectations.

The photos we shoot will tell the story of your wedding, capturing every special moment as it unfolds. Later we shall take those images and create an individually designed album that you can cherish forever. As well as the more traditional and formal shots, we shall unobtrusively mingle with you and your guests taking those unrehearsed magical moments. It is true that the best photographs are of people when they are happy, relaxed and unaware that a camera is pointing at them.

We also produce an Audio Visual Presentation on DVD which is included in three of our packages. We take your wedding images and set them to your choice of music, giving you an additional and easy way to view your photographs.

We take a pride in our work and we promise you our full attention at all times. We take care, but we don’t take over. We shall merely capture the joy of your wedding with no interruption to your day.

We are based in Pembrokeshire although we also cover all of West Wales including Carmarthenshire and Ceredigion and with our prices starting as little as £499, we are certain you will find a package to suit your individual needs. Still not sure, then why not come and see our work for yourselves. Just give us a call – it’s that easy.",5e4409f902854,5efc70c2959ee,"a:21:{s:12:""tagline_text"";s:23:""RJP Wedding Photography"";s:8:""gAddress"";s:48:""Fair View Cottage, Llawhaden, Narberth, SA67 8HL"";s:8:""latitude"";s:10:""51.8218409"";s:9:""longitude"";s:12:""-4.800411345"";s:5:""phone"";s:12:""01437 541432"";s:5:""email"";s:0:"""";s:7:""website"";s:33:""http://www.rjp-photography.co.uk/"";s:7:""twitter"";s:0:"""";s:8:""facebook"";s:0:"""";s:8:""linkedin"";s:0:"""";s:11:""google_plus"";s:0:"""";s:7:""youtube"";s:0:"""";s:9:""instagram"";s:0:"""";s:5:""video"";s:0:"""";s:7:""gallery"";N;s:12:""price_status"";s:0:"""";s:7:""Plan_id"";s:0:"""";s:10:""list_price"";s:0:"""";s:13:""list_price_to"";s:0:"""";s:15:""claimed_section"";s:0:"""";s:4:""faqs"";a:2:{s:3:""faq"";a:1:{i:1;s:0:"""";}s:6:""faqans"";a:1:{i:1;s:0:"""";}}}",
